url,wine_points,wine_name,wine_desc,taster,price,designation,variety,appellation,winery,alcohol,bottle size,category,importer,date published,user avg rating
https://www.winemag.com/buying-guide/bouchaine-2001-chardonnay-napa-sonoma-carneros/,88.0,Bouchaine 2001 Chardonnay (Carneros),"A good Chard that balances ripe, forward flavors with a degree of delicacy and balance. The flavors veer toward sweet citrus fruits, peaches and pears, spiced up with a touch of smoky oak. Crisp acids and peppery spices hit on the long finish.",,18.0,,Chardonnay,"Carneros, Napa-Sonoma, California, US",Bouchaine,,750ML,White,,6/1/2003,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/villa-schinosa-2008-laghiglione-red-puglia/,87.0,Villa Schinosa 2008 Laghiglione Red (Puglia),"A blend of Primitivo and Syrah, this shows bright aromas of cherry and blackberry, with a light touch of exotic spice. The soft, easy, velvety mouthfeel would pair well with roast pork or grilled sausage.",,,Laghiglione,"Red Blends, Red Blends","Puglia, Southern Italy, Italy",Villa Schinosa,12.5%,750 ml,Red,Guidi Marcello,12/1/2012,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/patz-hall-2013-pinot-noir-sonoma-coast/,92.0,Patz & Hall 2013 Pinot Noir (Sonoma Coast),"Pungent, spicy earth and cinnamon rise out of the wine's bouquet, inviting one to enjoy a structured expression of cranberry, raspberry and black tea. The tannin structure is well managed and the oak strong, yet integrated. Gap's Crown is among the vineyards that figure into the blend, along with several Dutton family properties. This is fresh and focused.",Virginie Boone,46.0,,Pinot Noir,"Sonoma Coast, Sonoma, California, US",Patz & Hall,14.4%,750 ml,Red,,12/31/2015,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/eberle-2003-cabernet-sauvignon-syrah-red-central-coast-paso-robles/,88.0,Eberle 2003 Cabernet Sauvignon-Syrah Red (Paso Robles),"As rich as Eberle's Cabernets are, Syrah seems to bring an added dimension of decadent cherry-berry liqueur to the blend. The wine is velvety soft in tannins, and so fruity, it finishes with a honeyed sweetness.",,24.0,Cabernet Sauvignon-Syrah,"Red Blends, Red Blends","Paso Robles, Central Coast, California, US",Eberle,,750ML,Red,,11/1/2005,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/twenty-bench-2010-cabernet-sauvignon-napa-valley/,90.0,Twenty Bench 2010 Cabernet Sauvignon (Napa Valley),"For the price, you get a Cabernet that shows some pretty good Napa character. It's ripe and forward with black currants with tough tannins and a hit of sweet oak. Lots going on, and could even age for a few years. If you drink it now, give it a couple hours of airing.",,22.0,,Cabernet Sauvignon,"Napa Valley, Napa, California, US",Twenty Bench,14.5%,750 ml,Red,,7/1/2013,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/fritz-haag-2015-brauneberger-juffer-feinherb-riesling-mosel/,91.0,Fritz Haag 2015 Brauneberger Juffer Feinherb Riesling (Mosel),"Earthy, smoky mineral tones extend from nose to finish here, accentuating flavors of fresh red apple, tangerine and lemon. The sharp, racy mouthfeel is softened by hints of honey and a long, salt and citrus finish.",Anna Lee C. Iijima,43.0,Brauneberger Juffer Feinherb,Riesling,"Mosel, Germany",Fritz Haag,12%,750 ml,White,Loosen Bros. USA,8/1/2017,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/cenay-2001-rodgers-vineyard-pinot-noir-napa-valley/,84.0,Cenay 2001 Rodgers Vineyard Pinot Noir (Napa Valley),"From the cooler Oak Knoll region of southern Napa, a wine with berry-cherry flavors and silky tannins. Yet it feels coarse and heavy, with a density and dullness Pinot Noir should not have. Suggests once again the unsuitability of Napa Valley for Pinot Noir.",,26.0,Rodgers Vineyard,Pinot Noir,"Napa Valley, Napa, California, US",Cenay,13.5%,750ML,Red,,7/1/2003,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/inurrieta-2006-norte-red-navarra/,87.0,Inurrieta 2006 Norte Red (Navarra),"Bold, forward and a little roasted and rustic, with solid berry/cherry aromas grounding the bouquet. This is a healthy blend of Cabernet Sauvignon and Merlot, and the berry fruit is stout and warm, with vanilla and cream on the finish. Maintains its freshness; good Navarran wine that's ripe.",Michael Schachner,15.0,Norte,Bordeaux-style Red Blend,"Navarra, Northern Spain, Spain",Inurrieta,14.5%,750 ml,Red,Vinaio Imports,11/1/2009,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/charles-heidsieck-nv-reserve-brut-rose-champagne-225010/,91.0,Charles Heidsieck NV Réserve Brut Rosé  (Champagne),"Pale in color, this fragrant wine has some bottle age that gives a toast and almond character. Ripe strawberry flavors balance between softness and a crisp, tight aftertaste. It is ready to drink.",Roger Voss,80.0,Réserve Brut Rosé,"Champagne Blend, Sparkling","Champagne, Champagne, France",Charles Heidsieck,12%,750 ml,Sparkling,Folio Fine Wine Partners,12/1/2015,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/baron-philippe-rothschild-2007-pinot-noir-vin-pays-doc/,84.0,Baron Philippe de Rothschild 2007 Pinot Noir (Vin de Pays d'Oc),"A rather chunky, extracted Pinot Noir, with plummy flavors that end on a dark, dusty note slightly reminscent of charcoal. It's a surprisingly satisfying Pinot for the price.",,9.0,,Pinot Noir,"Vin de Pays d'Oc, Languedoc-Roussillon, France",Baron Philippe de Rothschild,,750 ml,Red,"Constellation Brands, Inc",10/1/2009,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/archimedes-2013-cabernet-sauvignon-alexander-valley/,91.0,Archimedes 2013 Cabernet Sauvignon (Alexander Valley),"One of the producer's top wines, this wine is named both for Francis Ford Coppola's uncle and for the famous mathematician of ancient Greece. It does the men proud in its structured and refined components marked by black pepper, cinnamon and clove, as well as precision of tannin and grip, a powerful wine that's also sleekly smart.",Virginie Boone,85.0,,Cabernet Sauvignon,"Alexander Valley, Sonoma, California, US",Archimedes,14.5%,750 ml,Red,,9/1/2016,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/chanson-pere-fils-2011-chardonnay-corton-charlemagne/,94.0,Chanson Père et Fils 2011  Corton-Charlemagne,"Rich and rounded, the wine has classic power. Wood flavors show strongly at this stage in its development, but it is full, ripe, full of yellow fruits, pineapple and apple skins. The wine has great weight, but offers a fresh, straight and crisp aftertaste. Drink from 2018.",Roger Voss,,,Chardonnay,"Corton-Charlemagne, Burgundy, France",Chanson Père et Fils,13%,750 ml,White,Terlato Wines International,9/1/2014,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/lindhorst-2003-pinotage-coastal-region/,89.0,Lindhorst 2003 Pinotage (Coastal Region),"Pinotage, with its often rustic, eccentric character, is typically a hard sell outside of South Africa. But producers like Lindhorst are proving that the variety can be just as appealing as any other red. This shows appetizing aromas of spiced meat and soft red berry, and on the palate, it has a round, velvety mouthfeel that is atypical of the sometimes prickly Pinotage. Pretty and full of dimension, the wine is a great introduction to the grape.",Susan Kostrzewa,29.0,,Pinotage,"Coastal Region, South Africa",Lindhorst,13%,750 ml,Red,Abacchus Wine Enterprises,12/31/2007,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/firesteed-2003-pinot-grigio-gris-gris-other/,88.0,Firesteed 2003 Pinot Gris (Oregon),"Firesteed goes from strength to strength; this is their best Gris to date, enhanced perhaps by the unusually warm vintage. Its ripe fruit tastes like biting into a juicy pear picked right off the tree. Succulent, round and sweetly spicy, with noticeable residual sugar but very appealing semi-tropical flavors.",Paul Gregutt,10.0,,Pinot Gris,"Oregon, Oregon Other, Oregon, US",Firesteed,,750ML,White,,11/1/2005,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/montgo-2008-flor-mourvedre-monastrell-yecla/,81.0,Montgó 2008 Flor del Montgó Monastrell (Yecla),"A burnt, stemmy nose is an indicator of what's to some. And while the palate has an o.k. feel to it, the flavors here are bitter, herbal and burnt. A wine that lacks freshness of fruit.",Michael Schachner,12.0,Flor del Montgó,"Monastrell, Mourvèdre","Yecla, Levante, Spain",Montgó,12%,750 ml,Red,Regency Wine Group,8/1/2010,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/lorenzi-estate-2014-varietal-collection-dijon-clone-76-chardonnay-temecula-valley/,90.0,Lorenzi Estate 2014 Varietal Collection Dijon Clone 76 Chardonnay (Temecula Valley),"This is a great showing of how Chardonnay can work in Temecula. Fresh Meyer-lemon blossoms meet with lemon curd, clarified butter and vanilla paste on a tangy yet rich nose. Marcona almonds, apple custard, white peach and lightly toasted marshmallows show on the palate, balanced by just enough acid.",Matt Kettmann,45.0,Varietal Collection Dijon Clone 76,Chardonnay,"Temecula Valley, South Coast, California, US",Lorenzi Estate,13.64%,750 ml,White,,11/1/2016,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/terranoble-2003-gran-reserva-cabernet-sauvignon-colchagua-valley/,86.0,TerraNoble 2003 Gran Reserva Cabernet Sauvignon (Colchagua Valley),"Barnyard meets pickle at first, but airing gives more clarity to the nose. The palate is a bit murky but it's also loaded with meat, cola and dark, almost baked fruit. The mouthfeel is tight and strong, with tannins that hit hard and then hang around for the finish.",Michael Schachner,17.0,Gran Reserva,Cabernet Sauvignon,"Colchagua Valley, Chile",TerraNoble,14%,750ML,Red,The Winebow Group LLC,10/1/2006,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/antonio-cesar-cavalli-2005-white-pearl-cabernet-sauvignon-mendoza/,84.0,Antonio Cesar Cavalli 2005 White Pearl Cabernet Sauvignon (Mendoza),"Better than jug wine even if it comes in a big bottle, with clean, lightly expressive cherry, raspberry and plum flavors. There's a little heat and roughness to the finish, but given the league that it's playing in you can't complain about the overall quality of this Mendoza Cabernet. A big-time barbecue or party wine.",Michael Schachner,14.0,White Pearl,Cabernet Sauvignon,"Mendoza, Mendoza Province, Argentina",Antonio Cesar Cavalli,13.5%,1.5 L,Red,Barbosa Enterprises,10/1/2007,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/darenberg-2000-high-trellis-cabernet-sauvignon-mclaren-vale/,89.0,D'Arenberg 2000 The High Trellis Cabernet Sauvignon (McLaren Vale),"The wine is 80% from McLaren Vale vineyards, and it's chunky with mild hints of tomato both in the nose and on the palate. Otherwise it's full of red-berry fruit, and the finish features a hefty dose of oak-based vanillin and coffee. Aggressive and racy; probably best with food.",Michael Schachner,18.0,The High Trellis,Cabernet Sauvignon,"McLaren Vale, South Australia, Australia",D'Arenberg,13%,750ML,Red,Old Bridge Cellars,12/31/2002,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/coppo-2007-pomorosso-barbera-barbera-dasti/,90.0,Coppo 2007 Pomorosso  (Barbera d'Asti),"Here's a wine that opens beautifully to all your senses. It boasts a dense, vibrant ruby color and delivers bright aromas of cherry, blackberry and bitter cranberry. In the mouth, however, this wine is softer and plusher than you'd expect. Sure, that trademark Barbera acidity is present, but its natural sharpness has been dulled.",,90.0,Pomorosso,Barbera,"Barbera d'Asti, Piedmont, Italy",Coppo,14.5%,750 ml,Red,The Winebow Group LLC,9/1/2010,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/leeuwin-estate-2007-art-series-cabernet-sauvignon-margaret-river/,91.0,Leeuwin Estate 2007 Art Series Cabernet Sauvignon (Margaret River),"A textbook example of Margaret River Cabernet Sauvignon, the 2007 Art Series offers perfumed cassis fruit just tinged with mint and tobacco. There's ample body yet classic Cabernet restraint, so it's not jammy or overdone. The tannins are supple enough to make it enjoyable now, yet sufficient to see it through 2018, at least.",Joe Czerwinski,45.0,Art Series,Cabernet Sauvignon,"Margaret River, Western Australia, Australia",Leeuwin Estate,14%,750 ml,Red,Old Bridge Cellars,7/1/2012,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/bisol-2004-eliseo-cuvee-fondatore-talento-sparkling-veneto/,91.0,Bisol 2004 Eliseo Bisol Cuvée del Fondatore Talento Sparkling (Veneto),"A blend of Pinot Bianco, Chardonnay and Pinot Nero, this offers aromas of dried apricot, bread crust, toasted nut and a hint of butterscotch. The rich, round palate offers candied nectarine zest, toasted walnut, ripe yellow apple skin and pastry cream alongside a refined, persistent perlage.",Kerin O’Keefe,65.0,Eliseo Bisol Cuvée del Fondatore Talento,"Sparkling Blend, Sparkling","Veneto, Veneto, Italy",Bisol,12.5%,750 ml,Sparkling,Vias Imports,12/1/2015,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/stevenot-2006-petite-sirah-sierra-foothills/,85.0,Stevenot 2006 Petite Sirah (Sierra Foothills),"Shows the rich tannins and deep fruit flavors of this variety, offering a wealth of blackberries, black currants, mocha, leather, bacon and peppers. Good, but soft. Drink now with hearty fare.",,24.0,,Petite Sirah,"Sierra Foothills, Sierra Foothills, California, US",Stevenot,14.7%,750 ml,Red,,12/31/2009,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/cor-cellars-2010-mckinley-springs-vineyard-petit-verdot-columbia-valley-horse-heaven-hills/,86.0,Cor Cellars 2010 McKinley Springs Vineyard Petit Verdot (Horse Heaven Hills),"As with many of its red wines, Cor eschews the use of new oak here. It's moderately aromatic with notes of soil, tar, and green herbs. The palate is tart and citrusy with a chalky feel.",Sean P. Sullivan,24.0,McKinley Springs Vineyard,Petit Verdot,"Horse Heaven Hills, Columbia Valley, Washington, US",Cor Cellars,14.3%,750 ml,Red,,9/1/2013,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/castello-di-verduno-2011-rabaja-riserva-barbaresco/,91.0,Castello di Verduno 2011 Rabajà Riserva  (Barbaresco),"Aromas of oak, licorice, ripe black plum, menthol and toasted hazelnut emerge on this. The structured but already accessible palate offers ripe black cherry, fleshy raspberry, vanilla, clove and a note of pipe tobacco alongside a backbone of firm, close-grained tannins. Drink from 2017 through 2022.",Kerin O’Keefe,55.0,Rabajà Riserva,Nebbiolo,"Barbaresco, Piedmont, Italy",Castello di Verduno,14.5%,750 ml,Red,Polaner Selections,10/1/2016,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/raymond-henriot-nv-brut-sparkling-champagne/,94.0,Raymond Henriot NV Brut  (Champagne),"There is just a suggestion of color—a pale onion-skin blush. It's very sensuous, and the wine bursts immediately into a complex play of scents. Dusty pollen, fresh-cut flowers and sweet fruits mingle invitingly, leading you into flavors of pomegranate, cranberry and spice. Big and polished, this sensual feast of a wine delivers an extra dimension of flavor, power and length.",Paul Gregutt,21.0,Brut,"Champagne Blend, Sparkling","Champagne, Champagne, France",Raymond Henriot,12%,750 ml,Red,Atlanta Improvement Co,12/31/2002,Not rated yet [Add Your Review]
https://www.winemag.com/buying-guide/tatachilla-1999-clarendon-merlot-mclaren-vale/,87.0,Tatachilla 1999 Clarendon Vineyards Merlot (McLaren Vale),"The vineyard is located between the demarcated areas of McLaren Vale and the Adelaide Hills, hence the simple “Australia” appellation. Artfully combines spicy vanilla oak with juicy blackberry and cassis fruit in a simple but fun and satisfying wine perfect for casual dining.",Joe Czerwinski,35.0,Clarendon Vineyards,Merlot,"McLaren Vale, South Australia, Australia",Tatachilla,13.5%,750 ml,Red,Providence Wine Company,6/1/2002,Not rated yet [Add Your Review]
